groupId'albumId'file'description

//Объявления "Барахолка" города Выборг
//41752168'170352016'30.jpg'Новая зимняя шапка Bogi на мальчика, размер 47-49, Цена 290р, р-н Заречье (Комсомольская)
//41752168'170352016'31.jpg'шапка для девочки H&M, Финляндия, зимняя, от 3 до 6 лет (на бирке размер: 104/116), в хорошем состоянии, состав: 80% хлопок. Цена 190р, р-н Заречье (Комсомольская)
//41752168'170351932'45.jpg'Новые осенние/весенние шапки на малышей Кivat, размер 0, возраст до 9 мес, идеально подходят для осени/весны и теплой зимы, цена 690р, р-н Заречье (Комсомольская)
//41752168'170352086'49.jpg'летнее платье, цена 290р, размер 100, р-н Заречье (Комсомольская)
//41752168'170352016'6.jpg'Новый зимний комбинезон Reima, 74+, Цена 2690р, р-н Заречье (Комсомольская)
//41752168'170352086'98.jpg'Новый осень/весна раздельный комбинезон на мальчика, размер 110, без утеплителя, куртка McKinley, штаны Motions, цена 2890р
//41752168'170353008'104.jpg'ботинки Адидас, весна/осень, Goretex мембрана, непромокаемые, до -5, р28 (18 см), цена 990р, р-н Заречье (Комсомольская)
////41752168'170353008'107.jpg'котофей, р25 (15,5 см), состояние отличное, носили мало 1 сезон, цена 490р, р-н Заречье (Комсомольская)
////41752168'170353008'110.jpg'сланцы, р26 (17 см), цена 250р, р-н Заречье (Комсомольская)

// МЕГА БАРАХОЛКА ВОЛОГДА

//13009667'124584461'2.jpg'осенняя куртка Адидас (настоящий, куплен в Финляндии), размер 44 (русский), цена 490р, на рост 168, р-н Заречье (Комсомольская)
//13009667'124585667'90.jpg'новые, с биркой, бутсы Nike (модель JR CTR360 LIBRETTO) (настоящие), размер 35,5 (22 см), цена 1990р, р-н Заречье (Комсомольская)
//13009667'124585667'91.jpg'новые, с биркой, бутсы Nike (модель JR CTR360 LIBRETTO) (настоящие), размер 35,5 (22 см), цена 1990р, р-н Заречье (Комсомольская)
//13009667'124585142'86.jpg'новые, с биркой, кроссовки Adidas Adizero Tempo (настоящие, куплены в Финляндии), размер 46 (29,5 см), цена 2990р, р-н Заречье (Комсомольская)
//13009667'124585106'1.jpg'демисезонное полупальто Selected, размер 50, цена 890р, р-н Заречье (Комсомольская)
